0,19516.93,19580.08,19033.56,19358.26,19516.93,19516.93,19516.93
240,19358.27,19749.93,19250.0,19735.0,19358.27,19358.27,19358.27
480,19740.99,19847.12,19552.61,19847.12,19740.99,19740.99,19740.99
720,19847.12,19891.99,19420.07,19632.5,19847.12,19847.12,19847.12
960,19640.0,19688.7,19127.5,19300.0,19640.0,19640.0,19640.0
1200,19349.0,19787.98,19139.18,19378.99,19349.0,19349.0,19349.0
1440,19379.99,19385.0,18218.01,18799.96,19379.99,19379.99,19379.99
1680,18811.0,19183.74,18804.94,18853.83,18811.0,18811.0,18811.0
1920,18864.0,19317.97,18860.0,19231.9,18864.0,18864.0,18864.0
2160,19245.93,19367.5,18478.72,18870.0,19245.93,19245.93,19245.93
2400,18888.2,18900.0,18425.0,18850.0,18888.2,18888.2,18888.2
2640,18849.98,19159.99,18648.78,19039.01,18849.98,18849.98,18849.98
2880,19039.01,19097.0,18728.02,19040.0,19039.01,19039.01,19039.01
3120,19027.01,19045.0,18780.01,18841.01,19027.01,19027.01,19027.01
3360,18850.0,18907.76,17783.98,17856.0,18850.0,18850.0,18850.0
3600,17978.99,18488.0,17900.02,18148.0,17978.99,17978.99,17978.99
3840,18147.95,18499.99,17931.02,18024.0,18147.95,18147.95,18147.95
4080,18029.99,18130.0,16811.34,17838.73,18029.99,18029.99,18029.99
4320,17800.01,17800.53,14520.0,16980.01,17800.01,17800.01,17800.01
4560,16910.0,17199.99,16061.23,16551.36,16910.0,16910.0,16910.0
4800,16520.2,17499.98,16500.99,17435.81,16520.2,16520.2,16520.2
5040,17435.81,17889.97,16416.05,16489.23,17435.81,17435.81,17435.81
5280,16488.95,16997.7,16149.0,16857.46,16488.95,16488.95,16488.95
5520,16860.97,16860.97,15795.0,16496.9,16860.97,16860.97,16860.97
5760,16496.9,16950.5,16208.19,16950.5,16496.9,16496.9,16496.9
6000,16935.67,17357.14,16726.0,17215.01,16935.67,16935.67,16935.67
6240,17209.27,17209.27,16603.19,16753.18,17209.27,17209.27,17209.27
6480,16755.0,16899.47,15448.66,15699.99,16755.0,16755.0,16755.0
6720,15750.0,15971.54,15174.45,15457.93,15750.0,15750.0,15750.0
6960,15583.09,15998.99,15325.0,15758.8,15583.09,15583.09,15583.09
7200,15852.0,15946.7,12818.35,14268.91,15852.0,15852.0,15852.0
7440,14068.39,15288.02,12815.41,13660.92,14068.39,14068.39,14068.39
7680,13649.99,14699.98,13280.0,14074.07,13649.99,13649.99,13649.99
7920,14069.86,14261.72,10400.0,13299.99,14069.86,14069.86,14069.86
8160,13272.3,13599.0,12220.0,13410.0,13272.3,13272.3,13272.3
8400,13448.99,15489.99,13390.0,14229.47,13448.99,13448.99,13448.99
