0,8891.8,9046.62,8876.0,9025.01,8891.8,8891.8,8891.8
60,9026.08,9065.55,9000.0,9043.57,9026.08,9026.08,9026.08
120,9048.0,9068.0,9032.02,9036.2,9048.0,9048.0,9048.0
180,9036.2,9070.01,8991.64,9019.5,9036.2,9036.2,9036.2
240,9020.0,9020.0,8984.85,9019.53,9020.0,9020.0,9020.0
300,9019.53,9036.0,9000.01,9005.0,9019.53,9019.53,9019.53
360,9005.0,9030.0,9005.0,9016.1,9005.0,9005.0,9005.0
420,8998.64,9017.0,8920.89,8963.47,8998.64,8998.64,8998.64
480,8966.55,8999.86,8966.2,8999.86,8966.55,8966.55,8966.55
540,9001.23,9017.0,8730.0,8776.0,9001.23,9001.23,9001.23
600,8772.91,8772.91,8674.0,8730.0,8772.91,8772.91,8772.91
660,8730.0,8748.98,8633.81,8649.99,8730.0,8730.0,8730.0
720,8650.0,8757.21,8649.99,8710.01,8650.0,8650.0,8650.0
780,8711.66,8720.0,8568.39,8600.01,8711.66,8711.66,8711.66
840,8630.09,8640.0,8488.54,8492.25,8630.09,8630.09,8630.09
900,8508.22,8609.99,8508.22,8609.99,8508.22,8508.22,8508.22
960,8610.0,8649.46,8577.0,8607.0,8610.0,8610.0,8610.0
1020,8601.26,8674.0,8565.0,8664.0,8601.26,8601.26,8601.26
1080,8664.45,8676.54,8634.0,8653.27,8664.45,8664.45,8664.45
1140,8653.99,8669.0,8562.01,8603.93,8653.99,8653.99,8653.99
1200,8603.93,8605.0,8576.08,8591.56,8603.93,8603.93,8603.93
1260,8591.57,8635.0,8538.87,8600.0,8591.57,8591.57,8591.57
1320,8600.0,8689.71,8599.99,8681.48,8600.0,8600.0,8600.0
1380,8697.94,8760.66,8679.1,8715.09,8697.94,8697.94,8697.94
1440,8710.0,8715.0,8642.14,8642.14,8710.0,8710.0,8710.0
1500,8639.18,8639.18,8570.95,8602.51,8639.18,8639.18,8639.18
1560,8602.51,8614.97,8375.81,8418.99,8602.51,8602.51,8602.51
1620,8418.99,8425.0,8343.04,8402.02,8418.99,8418.99,8418.99
1680,8412.15,8459.98,8389.99,8412.05,8412.15,8412.15,8412.15
1740,8406.19,8407.12,8355.05,8407.12,8406.19,8406.19,8406.19
1800,8421.64,8447.63,8350.0,8363.02,8421.64,8421.64,8421.64
1860,8363.02,8415.0,8363.02,8400.0,8363.02,8363.02,8363.02
1920,8400.01,8515.01,8400.01,8480.01,8400.01,8400.01,8400.01
1980,8480.01,8522.45,8470.0,8485.78,8480.01,8480.01,8480.01
2040,8489.47,8490.0,8426.99,8480.0,8489.47,8489.47,8489.47
2100,8479.99,8512.7,8458.12,8512.7,8479.99,8479.99,8479.99
2160,8512.69,8512.69,8287.99,8318.01,8512.69,8512.69,8512.69
2220,8318.01,8365.0,8293.38,8365.0,8318.01,8318.01,8318.01
2280,8365.0,8602.19,8365.0,8572.99,8365.0,8365.0,8365.0
2340,8573.0,8659.0,8573.0,8630.99,8573.0,8573.0,8573.0
